;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors;gray_mean_score;color_mean_score;gray_hist_score;red_hist_score;green_hist_score;blue_hist_score;edges_score;entropy_score;vevo
1447;1447;DTDnD3MYwuk;10;['images\\maxresdefault\\1447_US_DTDnD3MYwuk_0.jpg'];[False];[200];['person', 'person', 'person'];[0.71029437, 0.52845013, 0.5231751];"EF -7 a0 oer ol =P eee
TO: 3

te) ea ie 2 Eres

 
";[];[([(255, 215, 175), 'NavajoWhite1'], 14960.0), ([(18, 18, 18), 'Grey7'], 6649.0), ([(28, 28, 28), 'Grey11'], 6109.0), ([(8, 8, 8), 'Grey3'], 4778.0), ([(38, 38, 38), 'Grey15'], 4443.0)];[([(0, 0, 0), 'Black'], 7168.0), ([(192, 192, 192), 'Silver'], 6253.0), ([(128, 0, 0), 'Maroon'], 4058.0), ([(128, 128, 128), 'Gray'], 2248.0), ([(128, 128, 0), 'Olive'], 817.0)];1268806.0;927388.0;5928.212890625;5457.1376953125;5788.35595703125;5281.22900390625;1678828.0;197.287152499714;False
1448;1448;DTErM4uuPdc;7;['images\\maxresdefault\\1448_US_DTErM4uuPdc_0.jpg'];[False];[200];['person', 'person'];[0.85652226, 0.6717518];"=
eae

oHe

Honey Fxox

ORHOOD,

Avie

ISlasre
asc esy

 
";[];[([(255, 215, 175), 'NavajoWhite1'], 3806.0), ([(38, 38, 38), 'Grey15'], 3318.0), ([(135, 95, 95), 'LightPink4'], 3268.0), ([(175, 135, 95), 'LightSalmon3'], 3079.0), ([(215, 215, 175), 'LightYellow3'], 2628.0)];[([(192, 192, 192), 'Silver'], 7761.0), ([(128, 128, 128), 'Gray'], 7231.0), ([(128, 128, 0), 'Olive'], 3312.0), ([(255, 255, 255), 'White'], 1223.0), ([(128, 0, 0), 'Maroon'], 526.0)];884128.0;930616.0;5375.033203125;4227.86328125;5285.326171875;5638.0244140625;1678471.0;286.1187507150212;False
1449;1449;DTg2FihPSso;6;['images\\maxresdefault\\1449_US_DTg2FihPSso_0.jpg'];[False];[200];['person', 'person', 'person'];[0.71709, 0.56872356, 0.5123507];" 
";[];[([(28, 28, 28), 'Grey11'], 8851.0), ([(8, 8, 8), 'Grey3'], 4367.0), ([(0, 0, 0), 'Black'], 4339.0), ([(18, 18, 18), 'Grey7'], 4148.0), ([(38, 38, 38), 'Grey15'], 3661.0)];[([(0, 0, 0), 'Black'], 9416.0), ([(128, 128, 128), 'Gray'], 3209.0), ([(128, 0, 0), 'Maroon'], 2733.0), ([(0, 0, 128), 'Navy'], 1730.0), ([(192, 192, 192), 'Silver'], 1496.0)];1318630.0;1080505.0;4548.0244140625;3725.84033203125;4374.52783203125;4111.07421875;1678777.0;284.08557373298254;False
1450;1450;DUYa7rjRz0s;1;['images\\maxresdefault\\1450_US_DUYa7rjRz0s_0.jpg'];[False];[200];['person'];[0.7041137];" 
";[];[([(255, 255, 255), 'White'], 9713.0), ([(28, 28, 28), 'Grey11'], 8471.0), ([(18, 18, 18), 'Grey7'], 6487.0), ([(38, 38, 38), 'Grey15'], 5714.0), ([(48, 48, 48), 'Grey19'], 3698.0)];[([(0, 0, 0), 'Black'], 11786.0), ([(128, 128, 128), 'Gray'], 3494.0), ([(192, 192, 192), 'Silver'], 1927.0), ([(128, 0, 0), 'Maroon'], 1306.0), ([(255, 255, 255), 'White'], 946.0)];1241079.0;967868.0;5643.06298828125;5071.7158203125;5500.75439453125;4820.884765625;1679244.0;332.93479006978606;False
1451;1451;DV1OqgHb3jc;13;['images\\maxresdefault\\1451_US_DV1OqgHb3jc_0.jpg'];[False];[200];['bowl'];[0.6887468];" 
";[];[([(175, 95, 0), 'DarkOrange3'], 4241.0), ([(238, 238, 238), 'Grey93'], 3319.0), ([(175, 175, 135), 'NavajoWhite3'], 2424.0), ([(175, 135, 135), 'RosyBrown'], 2392.0), ([(215, 175, 175), 'MistyRose3'], 1977.0)];[([(128, 128, 0), 'Olive'], 7540.0), ([(128, 128, 128), 'Gray'], 3386.0), ([(192, 192, 192), 'Silver'], 2938.0), ([(255, 255, 255), 'White'], 2320.0), ([(128, 0, 0), 'Maroon'], 1985.0)];930417.0;1051938.0;4084.5439453125;1795.7978515625;3787.826904296875;5359.4287109375;1678120.0;356.44971971170344;False
1452;1452;DVAMKnfrQBk;3;['images\\maxresdefault\\1452_US_DVAMKnfrQBk_0.jpg'];[False];[200];['person', 'person'];[0.7859796, 0.5148037];" 
";['happy', 'neutral', 'neutral', 'happy'];[([(28, 28, 28), 'Grey11'], 5810.0), ([(18, 18, 18), 'Grey7'], 5333.0), ([(8, 8, 8), 'Grey3'], 4682.0), ([(135, 95, 95), 'LightPink4'], 4582.0), ([(38, 38, 38), 'Grey15'], 4183.0)];[([(128, 128, 128), 'Gray'], 8126.0), ([(0, 0, 0), 'Black'], 4976.0), ([(128, 0, 0), 'Maroon'], 3236.0), ([(128, 128, 0), 'Olive'], 1407.0), ([(192, 192, 192), 'Silver'], 1241.0)];1245377.0;1019928.0;4043.245849609375;4147.0244140625;4279.2841796875;3320.4111328125;1678602.0;266.27125042901264;False
1453;1453;DW7LqkHzSwE;3;['images\\maxresdefault\\1453_US_DW7LqkHzSwE_0.jpg'];[False];[200];[];[];" 
";[];[([(255, 175, 175), 'LightPink1'], 13537.0), ([(255, 215, 175), 'NavajoWhite1'], 7243.0), ([(255, 135, 135), 'LightCoral'], 5602.0), ([(255, 135, 175), 'PaleVioletRed1'], 4554.0), ([(255, 215, 215), 'MistyRose1'], 4033.0)];[([(192, 192, 192), 'Silver'], 13077.0), ([(128, 128, 128), 'Gray'], 2325.0), ([(255, 255, 255), 'White'], 1407.0), ([(0, 0, 0), 'Black'], 1366.0), ([(128, 0, 128), 'Purple'], 1193.0)];841923.0;878787.0;8155.32763671875;7813.560546875;6728.66796875;9625.740234375;1679518.0;253.46379132822332;False
1454;1454;DWG2mSSBi8U;3;['images\\maxresdefault\\1454_US_DWG2mSSBi8U_0.jpg'];[False];[200];['person'];[0.9360741];"MENS

smn 2 Rrnnnnnnnnnns

STRUGGLE

 
";[];[([(255, 255, 255), 'White'], 27309.0), ([(0, 0, 0), 'Black'], 3732.0), ([(28, 28, 28), 'Grey11'], 3481.0), ([(18, 18, 18), 'Grey7'], 3153.0), ([(38, 38, 38), 'Grey15'], 2294.0)];[([(255, 255, 255), 'White'], 8852.0), ([(0, 0, 0), 'Black'], 6310.0), ([(128, 128, 128), 'Gray'], 2470.0), ([(192, 192, 192), 'Silver'], 1535.0), ([(0, 0, 255), 'Blue'], 911.0)];1173012.0;1208222.0;7120.2578125;6918.3681640625;7005.60888671875;6740.69580078125;1678990.0;265.3986958013957;False
1455;1455;DWaU47V3rMU;3;['images\\maxresdefault\\1455_US_DWaU47V3rMU_0.jpg'];[False];[200];['oven'];[0.96708596];" 
";[];[([(135, 95, 95), 'LightPink4'], 4700.0), ([(108, 108, 108), 'Grey42'], 2936.0), ([(175, 135, 95), 'LightSalmon3'], 2239.0), ([(118, 118, 118), 'Grey46'], 2112.0), ([(78, 78, 78), 'Grey30'], 1931.0)];[([(128, 128, 128), 'Gray'], 5752.0), ([(192, 192, 192), 'Silver'], 4941.0), ([(0, 128, 128), 'Teal'], 2606.0), ([(128, 128, 0), 'Olive'], 1879.0), ([(0, 0, 0), 'Black'], 1739.0)];1021221.0;1057305.0;4309.3759765625;4469.83984375;4590.46630859375;4090.736328125;1678470.0;298.7376730351218;False
1456;1456;DZAiRufPx9A;4;['images\\maxresdefault\\1456_US_DZAiRufPx9A_0.jpg'];[False];[200];['person'];[0.96861917];"nd {ll

What do you hear!?!

  
";['fear'];[([(255, 255, 255), 'White'], 19630.0), ([(175, 95, 175), 'MediumOrchid3'], 10886.0), ([(175, 215, 255), 'LightSkyBlue1'], 5637.0), ([(135, 175, 255), 'SkyBlue2'], 2674.0), ([(175, 95, 215), 'MediumOrchid'], 2114.0)];[([(255, 255, 255), 'White'], 6809.0), ([(192, 192, 192), 'Silver'], 6491.0), ([(128, 128, 128), 'Gray'], 6210.0), ([(0, 0, 0), 'Black'], 723.0), ([(128, 0, 128), 'Purple'], 383.0)];803470.0;1135628.0;8395.1875;9275.841796875;7787.38916015625;8660.8154296875;1679537.0;455.6315066925981;False
1457;1457;DZJod5hUqx4;7;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1458;1458;D_6QmL6rExk;13;['images\\maxresdefault\\1458_US_D_6QmL6rExk_0.jpg'];[False];[200];[];[];" 
";[];[([(38, 38, 38), 'Grey15'], 17011.0), ([(28, 28, 28), 'Grey11'], 12122.0), ([(255, 255, 215), 'Cornsilk1'], 5807.0), ([(18, 18, 18), 'Grey7'], 4884.0), ([(48, 48, 48), 'Grey19'], 3645.0)];[([(0, 0, 0), 'Black'], 13644.0), ([(128, 0, 0), 'Maroon'], 2864.0), ([(128, 128, 0), 'Olive'], 2442.0), ([(128, 128, 128), 'Gray'], 893.0), ([(192, 192, 192), 'Silver'], 801.0)];1406419.0;756641.0;8305.349609375;7808.43408203125;8282.5048828125;8208.8173828125;1680073.0;254.81889943942343;False
1459;1459;D_CZ8v9uZJY;13;['images\\maxresdefault\\1459_US_D_CZ8v9uZJY_0.jpg'];[False];[200];['person'];[0.7934704];" 
";['happy'];[([(228, 228, 228), 'Grey89'], 4421.0), ([(255, 215, 215), 'MistyRose1'], 4247.0), ([(215, 175, 135), 'Tan'], 3762.0), ([(175, 135, 95), 'LightSalmon3'], 3685.0), ([(215, 175, 175), 'MistyRose3'], 2934.0)];[([(192, 192, 192), 'Silver'], 7036.0), ([(128, 128, 128), 'Gray'], 6367.0), ([(255, 255, 255), 'White'], 4231.0), ([(0, 0, 0), 'Black'], 1608.0), ([(128, 0, 0), 'Maroon'], 920.0)];868740.0;1015400.0;5820.72119140625;5574.86328125;5787.48193359375;5359.4248046875;1678802.0;281.71959730008007;False
1460;1460;D_eZxSYRhco;9;['images\\maxresdefault\\1460_US_D_eZxSYRhco_0.jpg'];[False];[200];['person', 'person'];[0.90524435, 0.7360292];" 
";[];[([(18, 18, 18), 'Grey7'], 20474.0), ([(28, 28, 28), 'Grey11'], 9813.0), ([(8, 8, 8), 'Grey3'], 7257.0), ([(38, 38, 38), 'Grey15'], 4416.0), ([(48, 48, 48), 'Grey19'], 2529.0)];[([(0, 0, 0), 'Black'], 14147.0), ([(192, 192, 192), 'Silver'], 3370.0), ([(128, 128, 128), 'Gray'], 1671.0), ([(128, 0, 0), 'Maroon'], 906.0), ([(255, 255, 255), 'White'], 216.0)];1311815.0;1065681.0;8351.4130859375;8377.548828125;8187.42822265625;8462.033203125;1679850.0;277.79395950120124;False
1461;1461;Da-2h2B4faU;14;['images\\maxresdefault\\1461_US_Da-2h2B4faU_0.jpg'];[False];[200];[];[];" 

"" SAS)
Ma
oy we
";[];[([(0, 0, 95), 'NavyBlue'], 23351.0), ([(95, 0, 135), 'Purple4'], 5292.0), ([(255, 255, 255), 'White'], 5107.0), ([(95, 0, 95), 'DeepPink4'], 4103.0), ([(95, 0, 175), 'Purple4'], 4011.0)];[([(0, 0, 128), 'Navy'], 11078.0), ([(255, 255, 255), 'White'], 5346.0), ([(128, 0, 128), 'Purple'], 1689.0), ([(0, 128, 128), 'Teal'], 1095.0), ([(128, 128, 128), 'Gray'], 830.0)];1331427.0;837077.0;7511.2294921875;7223.31640625;7362.27978515625;6423.84765625;1678603.0;208.87221141745798;False
1462;1462;Da2crn5NXc4;7;['images\\maxresdefault\\1462_US_Da2crn5NXc4_0.jpg'];[False];[200];['person', 'person'];[0.71955085, 0.60462445];" 
";['happy'];[([(8, 8, 8), 'Grey3'], 7043.0), ([(215, 175, 175), 'MistyRose3'], 3887.0), ([(28, 28, 28), 'Grey11'], 3248.0), ([(215, 175, 135), 'Tan'], 2822.0), ([(18, 18, 18), 'Grey7'], 2125.0)];[([(192, 192, 192), 'Silver'], 6757.0), ([(128, 128, 128), 'Gray'], 4771.0), ([(0, 0, 0), 'Black'], 3135.0), ([(255, 255, 255), 'White'], 1797.0), ([(128, 0, 0), 'Maroon'], 1443.0)];995699.0;1144536.0;3270.2958984375;2916.726318359375;2748.82080078125;3905.298583984375;1678560.0;333.76272737673037;False
1463;1463;Dan2YMDCpms;15;['images\\maxresdefault\\1463_US_Dan2YMDCpms_0.jpg'];[False];[200];['person', 'person', 'person'];[0.8552416, 0.8485695, 0.7233512];" 
";['neutral', 'happy'];[([(255, 255, 255), 'White'], 8610.0), ([(0, 0, 0), 'Black'], 2771.0), ([(255, 215, 255), 'Thistle1'], 2452.0), ([(135, 135, 95), 'Wheat4'], 2173.0), ([(138, 138, 138), 'Grey54'], 1927.0)];[([(255, 255, 255), 'White'], 7356.0), ([(128, 128, 128), 'Gray'], 6069.0), ([(192, 192, 192), 'Silver'], 5515.0), ([(0, 0, 0), 'Black'], 983.0), ([(128, 0, 0), 'Maroon'], 380.0)];916265.0;1043762.0;4666.72265625;4248.8984375;4618.6298828125;4634.8525390625;1678976.0;298.62796018762157;False
1464;1464;DbF91ZtpGGc;7;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1465;1465;DbIbchSteCI;3;['images\\maxresdefault\\1465_US_DbIbchSteCI_0.jpg'];[False];[200];[];[];"YUL Daa TO

resents

MIAN Ona

The Silent Film
";[];[([(48, 48, 48), 'Grey19'], 9847.0), ([(38, 38, 38), 'Grey15'], 7127.0), ([(58, 58, 58), 'Grey23'], 6064.0), ([(98, 98, 98), 'Grey39'], 5635.0), ([(88, 88, 88), 'Grey35'], 4527.0)];[([(128, 128, 128), 'Gray'], 10259.0), ([(0, 0, 0), 'Black'], 6392.0), ([(255, 255, 255), 'White'], 3312.0), ([(192, 192, 192), 'Silver'], 773.0), ([(255, 0, 0), 'Red'], 0.0)];1596806.0;1133617.0;7297.1220703125;7110.76513671875;7481.76708984375;7911.9208984375;1679783.0;201.94886168630592;False
1466;1466;DbJ2s_g1oDc;6;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1467;1467;Dc-EG4ABsxA;4;['images\\maxresdefault\\1467_US_Dc-EG4ABsxA_0.jpg'];[False];[200];['cell phone'];[0.7730693];" 
";[];[([(255, 135, 95), 'Salmon1'], 5210.0), ([(28, 28, 28), 'Grey11'], 3983.0), ([(38, 38, 38), 'Grey15'], 3874.0), ([(18, 18, 18), 'Grey7'], 3675.0), ([(215, 95, 95), 'IndianRed'], 3168.0)];[([(192, 192, 192), 'Silver'], 4913.0), ([(128, 128, 128), 'Gray'], 4407.0), ([(0, 0, 0), 'Black'], 3504.0), ([(0, 128, 128), 'Teal'], 2562.0), ([(255, 255, 255), 'White'], 1942.0)];1063949.0;996071.0;3303.211181640625;4244.0068359375;3917.1640625;3123.13818359375;1679298.0;282.0537695915799;False
1468;1468;Dc6ZDo9ViNA;6;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1469;1469;DcCh33lJLMw;12;['images\\maxresdefault\\1469_US_DcCh33lJLMw_0.jpg'];[False];[200];['person'];[0.7431226];" 
";[];[([(18, 18, 18), 'Grey7'], 4247.0), ([(0, 175, 175), 'LightSeaGreen'], 3862.0), ([(0, 135, 135), 'Turquoise4'], 3773.0), ([(255, 0, 135), 'DeepPink1'], 3711.0), ([(28, 28, 28), 'Grey11'], 3643.0)];[([(0, 0, 0), 'Black'], 7559.0), ([(0, 128, 128), 'Teal'], 6740.0), ([(192, 192, 192), 'Silver'], 2428.0), ([(128, 128, 128), 'Gray'], 1656.0), ([(255, 255, 255), 'White'], 890.0)];1064164.0;1003567.0;3073.466796875;3654.96142578125;2955.095703125;3221.6865234375;1678554.0;249.2482553483583;False
1470;1470;DdLYSziSXII;18;['images\\maxresdefault\\1470_US_DdLYSziSXII_0.jpg'];[False];[200];['truck', 'person', 'person', 'person', 'person', 'person', 'person'];[0.84474796, 0.8265683, 0.74865806, 0.721198, 0.5741092, 0.5541475, 0.5171668];" 
";['happy', 'happy', 'happy', 'happy', 'happy', 'happy'];[([(95, 95, 135), 'MediumPurple4'], 6753.0), ([(95, 135, 175), 'SteelBlue'], 3840.0), ([(0, 95, 95), 'DeepSkyBlue4'], 3356.0), ([(135, 135, 175), 'LightSlateGrey'], 2452.0), ([(0, 0, 95), 'NavyBlue'], 2260.0)];[([(128, 128, 128), 'Gray'], 7235.0), ([(192, 192, 192), 'Silver'], 5306.0), ([(128, 0, 0), 'Maroon'], 2539.0), ([(0, 0, 0), 'Black'], 1416.0), ([(0, 128, 128), 'Teal'], 1197.0)];1093534.0;1061048.0;4160.68359375;4316.1669921875;4229.517578125;2855.32861328125;1678799.0;336.7107882393319;False
1471;1471;DfSLEBm9WHI;3;['images\\maxresdefault\\1471_US_DfSLEBm9WHI_0.jpg'];[False];[200];['person'];[0.90804195];" 
";[];[([(175, 215, 255), 'LightSkyBlue1'], 12589.0), ([(175, 215, 215), 'LightCyan3'], 5203.0), ([(38, 38, 38), 'Grey15'], 4303.0), ([(175, 175, 215), 'LightSteelBlue3'], 3757.0), ([(28, 28, 28), 'Grey11'], 2690.0)];[([(128, 128, 128), 'Gray'], 10857.0), ([(192, 192, 192), 'Silver'], 5918.0), ([(0, 128, 128), 'Teal'], 1754.0), ([(0, 0, 0), 'Black'], 1562.0), ([(0, 0, 128), 'Navy'], 428.0)];999750.0;778885.0;5862.263671875;5498.45703125;5928.5068359375;6132.6943359375;1679735.0;191.889371925409;False
1472;1472;DfxhWPvhFCQ;5;['images\\maxresdefault\\1472_US_DfxhWPvhFCQ_0.jpg'];[False];[200];['tie', 'person'];[0.61214083, 0.59359616];" 
";['fear'];[([(38, 38, 38), 'Grey15'], 9633.0), ([(28, 28, 28), 'Grey11'], 6191.0), ([(135, 95, 95), 'LightPink4'], 6097.0), ([(48, 48, 48), 'Grey19'], 5432.0), ([(18, 18, 18), 'Grey7'], 4324.0)];[([(0, 0, 0), 'Black'], 7136.0), ([(128, 128, 128), 'Gray'], 6449.0), ([(128, 0, 0), 'Maroon'], 3235.0), ([(128, 128, 0), 'Olive'], 2497.0), ([(0, 0, 128), 'Navy'], 484.0)];1299279.0;932614.0;5456.2314453125;5387.9306640625;5457.580078125;4410.92724609375;1678483.0;212.85859741448348;False
1473;1473;DgOUdtUlL24;4;['images\\maxresdefault\\1473_US_DgOUdtUlL24_0.jpg'];[False];[200];['person', 'person'];[0.95745873, 0.94981676];" 
";['happy', 'fear'];[([(95, 175, 95), 'DarkSeaGreen4'], 8745.0), ([(175, 175, 215), 'LightSteelBlue3'], 4200.0), ([(18, 18, 18), 'Grey7'], 3950.0), ([(175, 135, 215), 'MediumPurple2'], 3874.0), ([(95, 135, 95), 'DarkSeaGreen4'], 3831.0)];[([(128, 128, 128), 'Gray'], 7483.0), ([(192, 192, 192), 'Silver'], 4752.0), ([(0, 128, 128), 'Teal'], 3819.0), ([(0, 0, 0), 'Black'], 3201.0), ([(128, 128, 0), 'Olive'], 596.0)];657410.0;1201324.0;7055.537109375;5104.462890625;7720.0615234375;4537.26123046875;1679615.0;181.60919803226176;False
1474;1474;DgY_Q3jE0BM;1;['images\\maxresdefault\\1474_US_DgY_Q3jE0BM_0.jpg'];[False];[200];['person', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book'];[0.8342531, 0.7365833, 0.69574255, 0.6070783, 0.60623777, 0.5627943, 0.5581297, 0.5569704, 0.5529749, 0.5437699, 0.5235545];" 
";['neutral'];[([(18, 18, 18), 'Grey7'], 11133.0), ([(28, 28, 28), 'Grey11'], 9666.0), ([(38, 38, 38), 'Grey15'], 8294.0), ([(48, 48, 48), 'Grey19'], 5206.0), ([(8, 8, 8), 'Grey3'], 2300.0)];[([(0, 0, 0), 'Black'], 13323.0), ([(128, 128, 128), 'Gray'], 3175.0), ([(128, 0, 0), 'Maroon'], 1889.0), ([(0, 0, 128), 'Navy'], 725.0), ([(255, 0, 0), 'Red'], 471.0)];1374503.0;882679.0;6821.791015625;6293.3095703125;6955.27099609375;5707.453125;1679151.0;218.2857796590779;False
1475;1475;DgaC0ytqdv4;13;['images\\maxresdefault\\1475_US_DgaC0ytqdv4_0.jpg'];[False];[200];['person'];[0.80852604];" 
";['sad'];[([(18, 18, 18), 'Grey7'], 11239.0), ([(28, 28, 28), 'Grey11'], 8901.0), ([(38, 38, 38), 'Grey15'], 6809.0), ([(255, 215, 0), 'Gold1'], 5831.0), ([(8, 8, 8), 'Grey3'], 5598.0)];[([(0, 0, 0), 'Black'], 10778.0), ([(255, 255, 0), 'Yellow'], 3390.0), ([(0, 0, 128), 'Navy'], 2868.0), ([(128, 128, 128), 'Gray'], 1390.0), ([(128, 128, 0), 'Olive'], 747.0)];1337075.0;1025139.0;6712.35986328125;5793.3251953125;6326.65966796875;6692.12841796875;1678953.0;228.98261068527628;False
1476;1476;DgljcMqPG98;13;['images\\maxresdefault\\1476_US_DgljcMqPG98_0.jpg'];[False];[200];['person'];[0.6323597];"  

sp) a _———
";['fear'];[([(0, 0, 0), 'Black'], 6120.0), ([(8, 8, 8), 'Grey3'], 3604.0), ([(135, 95, 95), 'LightPink4'], 3360.0), ([(18, 18, 18), 'Grey7'], 3116.0), ([(38, 38, 38), 'Grey15'], 2983.0)];[([(128, 128, 128), 'Gray'], 8024.0), ([(0, 0, 0), 'Black'], 6609.0), ([(128, 128, 0), 'Olive'], 2984.0), ([(128, 0, 0), 'Maroon'], 2289.0), ([(192, 192, 192), 'Silver'], 504.0)];1162687.0;1133150.0;2792.497802734375;2868.29150390625;2379.236572265625;2893.14453125;1678982.0;219.08946344811807;False
1477;1477;DhEjpq88wGw;4;['images\\maxresdefault\\1477_US_DhEjpq88wGw_0.jpg'];[False];[200];[];[];" 
";['neutral'];[([(28, 28, 28), 'Grey11'], 3897.0), ([(18, 18, 18), 'Grey7'], 3714.0), ([(255, 175, 175), 'LightPink1'], 2752.0), ([(135, 0, 95), 'DeepPink4'], 2628.0), ([(215, 0, 95), 'DeepPink3'], 2482.0)];[([(192, 192, 192), 'Silver'], 6368.0), ([(128, 0, 128), 'Purple'], 4289.0), ([(128, 128, 128), 'Gray'], 3418.0), ([(128, 0, 0), 'Maroon'], 2342.0), ([(255, 0, 0), 'Red'], 1429.0)];1071406.0;942721.0;2564.18017578125;3392.64892578125;3099.552734375;3990.22900390625;1678388.0;268.5978720970141;False
1478;1478;DhwwTxTh5To;6;['images\\maxresdefault\\1478_US_DhwwTxTh5To_0.jpg'];[False];[200];[];[];" 
";[];[([(228, 228, 228), 'Grey89'], 3812.0), ([(95, 135, 215), 'SteelBlue3'], 3030.0), ([(218, 218, 218), 'Grey85'], 2090.0), ([(255, 95, 95), 'IndianRed1'], 2077.0), ([(95, 95, 135), 'MediumPurple4'], 1934.0)];[([(192, 192, 192), 'Silver'], 8073.0), ([(255, 255, 255), 'White'], 4628.0), ([(255, 0, 0), 'Red'], 3026.0), ([(128, 0, 128), 'Purple'], 2982.0), ([(128, 128, 128), 'Gray'], 1856.0)];825617.0;921339.0;6475.7314453125;7696.73681640625;4312.21923828125;5668.06494140625;1679459.0;192.6755519963391;False
1479;1479;Di4QJUCElgs;5;['images\\maxresdefault\\1479_US_Di4QJUCElgs_0.jpg'];[False];[200];['person', 'cup', 'person'];[0.88349104, 0.7173637, 0.5093101];" 
";['neutral'];[([(255, 255, 255), 'White'], 5881.0), ([(215, 175, 175), 'MistyRose3'], 2419.0), ([(255, 215, 175), 'NavajoWhite1'], 2320.0), ([(18, 18, 18), 'Grey7'], 2164.0), ([(28, 28, 28), 'Grey11'], 2037.0)];[([(255, 255, 255), 'White'], 5757.0), ([(192, 192, 192), 'Silver'], 5700.0), ([(128, 128, 128), 'Gray'], 2811.0), ([(0, 0, 0), 'Black'], 2501.0), ([(128, 0, 0), 'Maroon'], 1654.0)];1005762.0;1045652.0;4561.0830078125;4144.42041015625;4523.109375;4206.236328125;1678224.0;323.14826678869696;False
1480;1480;DjLr06pne6Q;2;['images\\maxresdefault\\1480_US_DjLr06pne6Q_0.jpg'];[False];[200];['person'];[0.7232234];" 
";['neutral'];[([(215, 175, 175), 'MistyRose3'], 5699.0), ([(175, 175, 135), 'NavajoWhite3'], 5162.0), ([(215, 215, 175), 'LightYellow3'], 4398.0), ([(228, 228, 228), 'Grey89'], 4114.0), ([(175, 95, 95), 'IndianRed'], 3565.0)];[([(192, 192, 192), 'Silver'], 9992.0), ([(128, 128, 128), 'Gray'], 6978.0), ([(128, 0, 0), 'Maroon'], 1471.0), ([(128, 128, 0), 'Olive'], 1459.0), ([(0, 0, 0), 'Black'], 572.0)];764296.0;1027495.0;7171.90234375;6348.0625;6618.3349609375;8010.9873046875;1679163.0;210.83663196430615;False
1481;1481;DjbysQgJ64Y;2;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1482;1482;DjjBg8hTaPo;7;['images\\maxresdefault\\1482_US_DjjBg8hTaPo_0.jpg'];[False];[200];[];[];" 
";[];[([(135, 95, 95), 'LightPink4'], 6784.0), ([(175, 135, 95), 'LightSalmon3'], 5953.0), ([(135, 135, 95), 'Wheat4'], 5801.0), ([(0, 95, 135), 'DeepSkyBlue4'], 3275.0), ([(78, 78, 78), 'Grey30'], 2806.0)];[([(128, 128, 128), 'Gray'], 10263.0), ([(128, 128, 0), 'Olive'], 5088.0), ([(192, 192, 192), 'Silver'], 3901.0), ([(0, 0, 0), 'Black'], 1361.0), ([(255, 255, 255), 'White'], 84.0)];1013098.0;1159513.0;6450.83740234375;5702.1533203125;6651.302734375;6384.6689453125;1679721.0;173.00446173206726;False
1483;1483;Djw1PmpZt9w;1;['images\\maxresdefault\\1483_US_Djw1PmpZt9w_0.jpg'];[False];[200];['person', 'vase', 'dining table', 'person', 'handbag', 'knife'];[0.8870993, 0.8693273, 0.6876983, 0.6046847, 0.55569595, 0.5216314];" 
";['happy', 'happy'];[([(18, 18, 18), 'Grey7'], 5462.0), ([(8, 8, 8), 'Grey3'], 5424.0), ([(198, 198, 198), 'Grey78'], 3448.0), ([(0, 95, 215), 'DodgerBlue3'], 3358.0), ([(255, 215, 215), 'MistyRose1'], 2885.0)];[([(0, 0, 0), 'Black'], 9731.0), ([(192, 192, 192), 'Silver'], 4089.0), ([(128, 128, 128), 'Gray'], 3642.0), ([(255, 255, 255), 'White'], 1126.0), ([(128, 128, 0), 'Olive'], 545.0)];1066107.0;1043016.0;3594.018310546875;5031.2021484375;3834.37841796875;3342.963134765625;1678943.0;287.81786980894634;False
1484;1484;Djxjmq9pvrM;6;['images\\maxresdefault\\1484_US_Djxjmq9pvrM_0.jpg'];[False];[200];['person', 'person'];[0.72162247, 0.65495175];" 

ERE | kis -_- lM ee lO ee” ee
";['happy', 'happy'];[([(175, 0, 0), 'Red3'], 4940.0), ([(215, 175, 175), 'MistyRose3'], 4034.0), ([(28, 28, 28), 'Grey11'], 3578.0), ([(215, 95, 95), 'IndianRed'], 3484.0), ([(255, 255, 255), 'White'], 2659.0)];[([(192, 192, 192), 'Silver'], 5424.0), ([(128, 128, 128), 'Gray'], 5392.0), ([(0, 0, 0), 'Black'], 3542.0), ([(255, 0, 0), 'Red'], 1742.0), ([(128, 0, 0), 'Maroon'], 1658.0)];1023785.0;995010.0;3326.761474609375;2625.055419921875;2288.815673828125;4975.6552734375;1678211.0;320.458299965679;False
